
********************************************************************************

                 Energy Levels and statistical weights for OIII      

 [Reference] O\,{\sc iii} oscillator strengths are from citep{NS83_LTDR,NS84_CNO_LTDR}.
 [Reference] and (private communication).

********************************************************************************

23-Apr-1997                                      !Date
128                                              !Number of energy levels
442986.0000                                      !Ionization energy
3.0                                              !Screened nuclear charge
1387                                             !Number of transitions

2p^2_3Pe[0]         1.0          0.00000000    13.280386     2.25741E+02       1
2p^2_3Pe[1]         3.0        113.17800000    13.276993     2.25798E+02       2
2p^2_3Pe[2]         5.0        306.17400000    13.271207     2.25897E+02       3
2p^2_1De[2]         5.0      20273.27000000    12.672609     2.36567E+02       4
2p^2_1Se[0]         1.0      43185.74000000    11.985710     2.50125E+02       5
2p^3_5So[2]         5.0      60324.79000000    11.471894     2.61328E+02       6
2p^3_3Do[3]         7.0     120025.20000000     9.682121     3.09635E+02       7
2p^3_3Do[2]         5.0     120053.40000000     9.681276     3.09662E+02       8
2p^3_3Do[1]         3.0     120058.20000000     9.681132     3.09667E+02       9
2p^3_3Po[2]         5.0     142381.00000000     9.011911     3.32662E+02      10
2p^3_3Po[1]         3.0     142381.80000000     9.011887     3.32663E+02      11
2p^3_3Po[0]         1.0     142393.50000000     9.011536     3.32676E+02      12
2p^3_1Do[2]         5.0     187054.00000000     7.672648     3.90729E+02      13
2p^3_3So[1]         3.0     197087.70000000     7.371846     4.06672E+02      14
2p^3_1Po[1]         3.0     210461.80000000     6.970900     4.30063E+02      15
2p3s3Po[0]          1.0     267258.71000000     5.268172     5.69064E+02      16
2p3s3Po[1]          3.0     267377.11000000     5.264622     5.69447E+02      17
2p3s3Po[2]          5.0     267634.00000000     5.256921     5.70281E+02      18
2p3s1Po[1]          3.0     273081.33000000     5.093614     5.88565E+02      19
2p^4_3Pe[2]         5.0     283759.70000000     4.773484     6.28037E+02      20
2p^4_3Pe[1]         3.0     283977.40000000     4.766958     6.28897E+02      21
2p^4_3Pe[0]         1.0     284071.90000000     4.764125     6.29271E+02      22
2p3p1Pe[1]          3.0     290958.25000000     4.557677     6.57775E+02      23
2p3p3De[1]          1.0     293866.49000000     4.470490     6.70603E+02      24
2p3p3De[2]          5.0     294002.86000000     4.466402     6.71217E+02      25
2p3p3De[3]          7.0     294223.07000000     4.459800     6.72210E+02      26
2p3p3Se[1]          3.0     297558.66000000     4.359802     6.87629E+02      27
2p^4_1De[2]         5.0     298294.00000000     4.337757     6.91123E+02      28
2p3p3Pe[0]          1.0     300239.93000000     4.279420     7.00545E+02      29
2p3p3Pe[1]          3.0     300311.96000000     4.277260     7.00898E+02      30
2p3p3Pe[2]          5.0     300442.55000000     4.273345     7.01540E+02      31
2p3p1De[2]          5.0     306586.08000000     4.089167     7.33138E+02      32
2p3p1Se[0]          1.0     313802.77000000     3.872816     7.74094E+02      33
2p3d3Fo[2]          5.0     324464.88000000     3.553174     8.43731E+02      34
2p3d3Fo[3]          7.0     324660.80000000     3.547300     8.45129E+02      35
2p3d3Fo[4]          9.0     324839.03000000     3.541957     8.46403E+02      36
2p3d1Do[2]          5.0     324735.65000000     3.545056     8.45663E+02      37
2p3d3Do[1]          3.0     327229.25000000     3.470300     8.63881E+02      38
2p3d3Do[2]          5.0     327278.30000000     3.468830     8.64247E+02      39
2p3d3Do[3]          7.0     327352.17000000     3.466615     8.64799E+02      40
2p3d3Po[2]          5.0     329469.80000000     3.403130     8.80932E+02      41
2p3d3Po[1]          3.0     329583.89000000     3.399710     8.81818E+02      42
2p3d3Po[0]          1.0     329645.14000000     3.397874     8.82294E+02      43
2p3d1Fo[3]          7.0     331821.44000000     3.332630     8.99567E+02      44
2p3d1Po[1]          3.0     332778.94000000     3.303925     9.07383E+02      45
2p^4_1Se[0]         1.0     343306.30000000     2.988322     1.00321E+03      46
2p^2_3s3Pe[0]       1.0     350024.49000000     2.786916     1.07571E+03      47
2p^2_3s3Pe[1]       3.0     350124.45000000     2.783919     1.07687E+03      48
2p^2_3s3Pe[2]       5.0     350298.38000000     2.778705     1.07889E+03      49
2p4s3Po[0]          1.0     356736.30000000     2.585701     1.15942E+03      50
2p4s3Po[1]          3.0     356844.98000000     2.582443     1.16089E+03      51
2p4s3Po[2]          5.0     357117.01000000     2.574288     1.16456E+03      52
2p4s1Po[1]          3.0     358668.90000000     2.527763     1.18600E+03      53
2p^2_3p3So[1]       3.0     363263.38000000     2.390024     1.25435E+03      54
2p4p1Pe[1]          3.0     365726.76000000     2.316174     1.29434E+03      55
2p4p3De[1]          3.0     366488.45000000     2.293339     1.30723E+03      56
2p4p3De[2]          5.0     366595.76000000     2.290122     1.30907E+03      57
